              x              y            psi
        0.18125        0.00625    -3.1931e-06
         0.1875        0.00625    -3.4758e-06
        0.19375        0.00625    -3.7638e-06
            0.2        0.00625    -4.0565e-06
        0.20625        0.00625    -4.3532e-06
         0.2125        0.00625    -4.6536e-06
        0.21875        0.00625     -4.957e-06
          0.225        0.00625    -5.2628e-06
        0.23125        0.00625    -5.5707e-06
         0.2375        0.00625    -5.8802e-06
        0.24375        0.00625    -6.1907e-06
           0.25        0.00625    -6.5018e-06
        0.25625        0.00625    -6.8131e-06
         0.2625        0.00625    -7.1241e-06
        0.26875        0.00625    -7.4345e-06
          0.275        0.00625    -7.7438e-06
        0.28125        0.00625    -8.0516e-06
         0.2875        0.00625    -8.3575e-06
        0.29375        0.00625    -8.6611e-06
            0.3        0.00625     -8.962e-06
        0.30625        0.00625    -9.2599e-06
         0.3125        0.00625    -9.5542e-06
        0.31875        0.00625    -9.8447e-06
          0.325        0.00625    -1.0131e-05
        0.33125        0.00625    -1.0413e-05
         0.3375        0.00625    -1.0689e-05
        0.34375        0.00625     -1.096e-05
           0.35        0.00625    -1.1225e-05
        0.35625        0.00625    -1.1484e-05
         0.3625        0.00625    -1.1737e-05
        0.36875        0.00625    -1.1982e-05
          0.375        0.00625     -1.222e-05
        0.38125        0.00625     -1.245e-05
         0.3875        0.00625    -1.2671e-05
        0.39375        0.00625    -1.2884e-05
            0.4        0.00625    -1.3088e-05
        0.40625        0.00625    -1.3283e-05
         0.4125        0.00625    -1.3468e-05
        0.41875        0.00625    -1.3642e-05
          0.425        0.00625    -1.3806e-05
        0.43125        0.00625    -1.3958e-05
         0.4375        0.00625    -1.4099e-05
        0.44375        0.00625    -1.4229e-05
           0.45        0.00625    -1.4346e-05
        0.45625        0.00625    -1.4451e-05
         0.4625        0.00625    -1.4543e-05
        0.46875        0.00625    -1.4622e-05
          0.475        0.00625    -1.4688e-05
        0.48125        0.00625    -1.4739e-05
         0.4875        0.00625    -1.4777e-05
        0.49375        0.00625    -1.4801e-05
            0.5        0.00625     -1.481e-05
        0.50625        0.00625    -1.4805e-05
         0.5125        0.00625    -1.4784e-05
        0.51875        0.00625    -1.4749e-05
          0.525        0.00625    -1.4699e-05
        0.53125        0.00625    -1.4634e-05
         0.5375        0.00625    -1.4554e-05
        0.54375        0.00625    -1.4458e-05
           0.55        0.00625    -1.4347e-05
        0.55625        0.00625    -1.4222e-05
         0.5625        0.00625    -1.4081e-05
        0.56875        0.00625    -1.3925e-05
          0.575        0.00625    -1.3755e-05
        0.58125        0.00625     -1.357e-05
         0.5875        0.00625    -1.3371e-05
        0.59375        0.00625    -1.3158e-05
            0.6        0.00625    -1.2931e-05
        0.60625        0.00625    -1.2691e-05
         0.6125        0.00625    -1.2439e-05
        0.61875        0.00625    -1.2173e-05
          0.625        0.00625    -1.1896e-05
        0.63125        0.00625    -1.1608e-05
         0.6375        0.00625    -1.1309e-05
        0.64375        0.00625    -1.0999e-05
           0.65        0.00625     -1.068e-05
        0.65625        0.00625    -1.0352e-05
         0.6625        0.00625    -1.0016e-05
        0.66875        0.00625    -9.6721e-06
          0.675        0.00625    -9.3217e-06
        0.68125        0.00625    -8.9654e-06
         0.6875        0.00625     -8.604e-06
        0.69375        0.00625    -8.2384e-06
            0.7        0.00625    -7.8695e-06
        0.70625        0.00625     -7.498e-06
         0.7125        0.00625    -7.1249e-06
        0.71875        0.00625    -6.7512e-06
          0.725        0.00625    -6.3777e-06
        0.73125        0.00625    -6.0054e-06
         0.7375        0.00625    -5.6352e-06
        0.74375        0.00625    -5.2681e-06
           0.75        0.00625    -4.9049e-06
        0.75625        0.00625    -4.5466e-06
         0.7625        0.00625    -4.1942e-06
        0.76875        0.00625    -3.8485e-06
          0.775        0.00625    -3.5104e-06
        0.78125        0.00625    -3.1807e-06
         0.7875        0.00625    -2.8604e-06
        0.79375        0.00625    -2.5503e-06
            0.8        0.00625    -2.2512e-06
        0.80625        0.00625    -1.9637e-06
         0.8125        0.00625    -1.6887e-06
        0.81875        0.00625    -1.4269e-06
          0.825        0.00625    -1.1789e-06
        0.83125        0.00625    -9.4526e-07
         0.8375        0.00625    -7.2661e-07
        0.84375        0.00625    -5.2344e-07
           0.85        0.00625    -3.3621e-07
        0.85625        0.00625    -1.6531e-07
         0.8625        0.00625    -1.1086e-08
        0.86875        0.00625      1.262e-07
          0.875        0.00625     2.4636e-07
        0.88125        0.00625     3.4925e-07
         0.8875        0.00625     4.3486e-07
        0.89375        0.00625     5.0323e-07
            0.9        0.00625     5.5453e-07
        0.90625        0.00625     5.8903e-07
         0.9125        0.00625     6.0713e-07
        0.91875        0.00625     6.0939e-07
          0.925        0.00625     5.9653e-07
        0.93125        0.00625     5.6947e-07
         0.9375        0.00625     5.2939e-07
        0.94375        0.00625     4.7774e-07
           0.95        0.00625     4.1636e-07
        0.95625        0.00625     3.4752e-07
         0.9625        0.00625      2.741e-07
        0.96875        0.00625      1.997e-07
          0.975        0.00625     1.2888e-07
        0.98125        0.00625     6.7369e-08
         0.9875        0.00625     2.1927e-08
        0.99375        0.00625    -8.2365e-10
              1        0.00625              0

              0         0.0125              0
        0.00625         0.0125      4.388e-08
         0.0125         0.0125     1.5809e-07
        0.01875         0.0125     3.0945e-07
          0.025         0.0125     4.6671e-07
        0.03125         0.0125     6.0529e-07
         0.0375         0.0125     7.0714e-07
        0.04375         0.0125     7.5964e-07
           0.05         0.0125     7.5422e-07
        0.05625         0.0125     6.8538e-07
         0.0625         0.0125     5.4986e-07
        0.06875         0.0125     3.4613e-07
          0.075         0.0125      7.389e-08
        0.08125         0.0125    -2.6621e-07
         0.0875         0.0125     -6.728e-07
        0.09375         0.0125     -1.144e-06
            0.1         0.0125    -1.6775e-06
        0.10625         0.0125    -2.2708e-06
         0.1125         0.0125    -2.9212e-06
        0.11875         0.0125    -3.6256e-06
          0.125         0.0125    -4.3813e-06
        0.13125         0.0125    -5.1852e-06
         0.1375         0.0125    -6.0342e-06
        0.14375         0.0125    -6.9255e-06
           0.15         0.0125     -7.856e-06
        0.15625         0.0125    -8.8229e-06
         0.1625         0.0125    -9.8234e-06
        0.16875         0.0125    -1.0855e-05
          0.175         0.0125    -1.1914e-05
        0.18125         0.0125    -1.2999e-05
         0.1875         0.0125    -1.4108e-05
        0.19375         0.0125    -1.5236e-05
            0.2         0.0125    -1.6384e-05
        0.20625         0.0125    -1.7547e-05
         0.2125         0.0125    -1.8725e-05
        0.21875         0.0125    -1.9914e-05
          0.225         0.0125    -2.1113e-05
        0.23125         0.0125     -2.232e-05
         0.2375         0.0125    -2.3533e-05
        0.24375         0.0125     -2.475e-05
           0.25         0.0125     -2.597e-05
        0.25625         0.0125     -2.719e-05
         0.2625         0.0125     -2.841e-05
        0.26875         0.0125    -2.9626e-05
          0.275         0.0125    -3.0839e-05
        0.28125         0.0125    -3.2045e-05
         0.2875         0.0125    -3.3243e-05
        0.29375         0.0125    -3.4433e-05
            0.3         0.0125    -3.5612e-05
        0.30625         0.0125    -3.6778e-05
         0.3125         0.0125    -3.7931e-05
        0.31875         0.0125    -3.9068e-05
          0.325         0.0125    -4.0188e-05
        0.33125         0.0125     -4.129e-05
         0.3375         0.0125    -4.2372e-05
        0.34375         0.0125    -4.3432e-05
           0.35         0.0125    -4.4469e-05
        0.35625         0.0125    -4.5481e-05
         0.3625         0.0125    -4.6467e-05
        0.36875         0.0125    -4.7425e-05
          0.375         0.0125    -4.8353e-05
        0.38125         0.0125    -4.9251e-05
         0.3875         0.0125    -5.0115e-05
        0.39375         0.0125    -5.0946e-05
            0.4         0.0125    -5.1741e-05
        0.40625         0.0125    -5.2498e-05
         0.4125         0.0125    -5.3216e-05
        0.41875         0.0125    -5.3894e-05
          0.425         0.0125     -5.453e-05
        0.43125         0.0125    -5.5123e-05
         0.4375         0.0125    -5.5671e-05
        0.44375         0.0125    -5.6173e-05
           0.45         0.0125    -5.6627e-05
        0.45625         0.0125    -5.7032e-05
         0.4625         0.0125    -5.7387e-05
        0.46875         0.0125    -5.7691e-05
          0.475         0.0125    -5.7942e-05
        0.48125         0.0125     -5.814e-05
         0.4875         0.0125    -5.8283e-05
        0.49375         0.0125    -5.8371e-05
            0.5         0.0125    -5.8402e-05
        0.50625         0.0125    -5.8376e-05
         0.5125         0.0125    -5.8293e-05
        0.51875         0.0125    -5.8152e-05
          0.525         0.0125    -5.7952e-05
        0.53125         0.0125    -5.7694e-05
         0.5375         0.0125    -5.7376e-05
        0.54375         0.0125       -5.7e-05
           0.55         0.0125    -5.6565e-05
        0.55625         0.0125    -5.6071e-05
         0.5625         0.0125    -5.5519e-05
        0.56875         0.0125    -5.4909e-05
          0.575         0.0125    -5.4242e-05
        0.58125         0.0125    -5.3519e-05
         0.5875         0.0125    -5.2741e-05
        0.59375         0.0125    -5.1909e-05
            0.6         0.0125    -5.1024e-05
        0.60625         0.0125    -5.0088e-05
         0.6125         0.0125    -4.9102e-05
        0.61875         0.0125    -4.8068e-05
          0.625         0.0125    -4.6988e-05
        0.63125         0.0125    -4.5863e-05
         0.6375         0.0125    -4.4697e-05
        0.64375         0.0125    -4.3492e-05
           0.65         0.0125    -4.2249e-05
        0.65625         0.0125    -4.0972e-05
         0.6625         0.0125    -3.9663e-05
        0.66875         0.0125    -3.8326e-05
          0.675         0.0125    -3.6962e-05
        0.68125         0.0125    -3.5576e-05
         0.6875         0.0125    -3.4169e-05
        0.69375         0.0125    -3.2747e-05
            0.7         0.0125    -3.1311e-05
        0.70625         0.0125    -2.9866e-05
         0.7125         0.0125    -2.8414e-05
        0.71875         0.0125     -2.696e-05
          0.725         0.0125    -2.5506e-05
        0.73125         0.0125    -2.4057e-05
         0.7375         0.0125    -2.2616e-05
        0.74375         0.0125    -2.1187e-05
           0.75         0.0125    -1.9772e-05
        0.75625         0.0125    -1.8377e-05
         0.7625         0.0125    -1.7003e-05
        0.76875         0.0125    -1.5655e-05
          0.775         0.0125    -1.4337e-05
        0.78125         0.0125    -1.3051e-05
         0.7875         0.0125    -1.1801e-05
        0.79375         0.0125    -1.0589e-05
            0.8         0.0125    -9.4196e-06
        0.80625         0.0125     -8.295e-06
         0.8125         0.0125    -7.2181e-06
        0.81875         0.0125    -6.1916e-06
          0.825         0.0125    -5.2178e-06
        0.83125         0.0125    -4.2992e-06
         0.8375         0.0125    -3.4378e-06
        0.84375         0.0125    -2.6356e-06
           0.85         0.0125    -1.8944e-06
        0.85625         0.0125    -1.2155e-06
         0.8625         0.0125    -6.0029e-07
        0.86875         0.0125     -4.968e-08
          0.875         0.0125     4.3561e-07
        0.88125         0.0125     8.5519e-07
         0.8875         0.0125      1.209e-06
        0.89375         0.0125     1.4974e-06
            0.9         0.0125      1.721e-06
        0.90625         0.0125      1.881e-06
         0.9125         0.0125     1.9791e-06
        0.91875         0.0125     2.0175e-06
          0.925         0.0125     1.9992e-06
        0.93125         0.0125     1.9277e-06
         0.9375         0.0125     1.8076e-06
        0.94375         0.0125     1.6445e-06
           0.95         0.0125     1.4454e-06
        0.95625         0.0125     1.2187e-06
         0.9625         0.0125     9.7483e-07
        0.96875         0.0125     7.2626e-07
          0.975         0.0125     4.8821e-07
        0.98125         0.0125     2.7855e-07
         0.9875         0.0125     1.1703e-07
        0.99375         0.0125     2.1886e-08
              1         0.0125              0

              0        0.01875              0
        0.00625        0.01875     9.3492e-08
         0.0125        0.01875     3.0976e-07
        0.01875        0.01875     5.8369e-07
          0.025        0.01875      8.585e-07
        0.03125        0.01875     1.0888e-06
         0.0375        0.01875       1.24e-06
        0.04375        0.01875     1.2871e-06
           0.05        0.01875     1.2124e-06
        0.05625        0.01875      1.004e-06
         0.0625        0.01875     6.5469e-07
        0.06875        0.01875      1.606e-07
          0.075        0.01875    -4.7941e-07
        0.08125        0.01875    -1.2645e-06
         0.0875        0.01875    -2.1921e-06
        0.09375        0.01875    -3.2588e-06
            0.1        0.01875    -4.4599e-06
        0.10625        0.01875    -5.7902e-06
         0.1125        0.01875    -7.2442e-06
        0.11875        0.01875    -8.8158e-06
          0.125        0.01875    -1.0499e-05
        0.13125        0.01875    -1.2287e-05
         0.1375        0.01875    -1.4174e-05
        0.14375        0.01875    -1.6153e-05
           0.15        0.01875    -1.8218e-05
        0.15625        0.01875    -2.0363e-05
         0.1625        0.01875    -2.2582e-05
        0.16875        0.01875    -2.4869e-05
          0.175        0.01875    -2.7218e-05
        0.18125        0.01875    -2.9623e-05
         0.1875        0.01875    -3.2079e-05
        0.19375        0.01875    -3.4581e-05
            0.2        0.01875    -3.7124e-05
        0.20625        0.01875    -3.9702e-05
         0.2125        0.01875    -4.2311e-05
        0.21875        0.01875    -4.4946e-05
          0.225        0.01875    -4.7604e-05
        0.23125        0.01875    -5.0279e-05
         0.2375        0.01875    -5.2967e-05
        0.24375        0.01875    -5.5664e-05
           0.25        0.01875    -5.8367e-05
        0.25625        0.01875    -6.1071e-05
         0.2625        0.01875    -6.3772e-05
        0.26875        0.01875    -6.6467e-05
          0.275        0.01875    -6.9153e-05
        0.28125        0.01875    -7.1825e-05
         0.2875        0.01875     -7.448e-05
        0.29375        0.01875    -7.7114e-05
            0.3        0.01875    -7.9724e-05
        0.30625        0.01875    -8.2307e-05
         0.3125        0.01875    -8.4858e-05
        0.31875        0.01875    -8.7375e-05
          0.325        0.01875    -8.9855e-05
        0.33125        0.01875    -9.2292e-05
         0.3375        0.01875    -9.4685e-05
        0.34375        0.01875     -9.703e-05
           0.35        0.01875    -9.9322e-05
        0.35625        0.01875    -0.00010156
         0.3625        0.01875    -0.00010374
        0.36875        0.01875    -0.00010585
          0.375        0.01875     -0.0001079
        0.38125        0.01875    -0.00010989
         0.3875        0.01875    -0.00011179
        0.39375        0.01875    -0.00011363
            0.4        0.01875    -0.00011538
        0.40625        0.01875    -0.00011705
         0.4125        0.01875    -0.00011863
        0.41875        0.01875    -0.00012012
          0.425        0.01875    -0.00012152
        0.43125        0.01875    -0.00012283
         0.4375        0.01875    -0.00012403
        0.44375        0.01875    -0.00012513
           0.45        0.01875    -0.00012613
        0.45625        0.01875    -0.00012702
         0.4625        0.01875     -0.0001278
        0.46875        0.01875    -0.00012846
          0.475        0.01875    -0.00012901
        0.48125        0.01875    -0.00012944
         0.4875        0.01875    -0.00012975
        0.49375        0.01875    -0.00012993
            0.5        0.01875    -0.00012999
        0.50625        0.01875    -0.00012993
         0.5125        0.01875    -0.00012974
        0.51875        0.01875    -0.00012942
          0.525        0.01875    -0.00012897
        0.53125        0.01875    -0.00012839
         0.5375        0.01875    -0.00012769
        0.54375        0.01875    -0.00012685
           0.55        0.01875    -0.00012588
        0.55625        0.01875    -0.00012479
         0.5625        0.01875    -0.00012357
        0.56875        0.01875    -0.00012222
          0.575        0.01875    -0.00012074
        0.58125        0.01875    -0.00011914
         0.5875        0.01875    -0.00011742
        0.59375        0.01875    -0.00011558
            0.6        0.01875    -0.00011363
        0.60625        0.01875    -0.00011156
         0.6125        0.01875    -0.00010938
        0.61875        0.01875     -0.0001071
          0.625        0.01875    -0.00010472
        0.63125        0.01875    -0.00010224
         0.6375        0.01875    -9.9669e-05
        0.64375        0.01875    -9.7011e-05
           0.65        0.01875    -9.4272e-05
        0.65625        0.01875    -9.1457e-05
         0.6625        0.01875    -8.8572e-05
        0.66875        0.01875    -8.5624e-05
          0.675        0.01875     -8.262e-05
        0.68125        0.01875    -7.9565e-05
         0.6875        0.01875    -7.6466e-05
        0.69375        0.01875    -7.3332e-05
            0.7        0.01875    -7.0169e-05
        0.70625        0.01875    -6.6984e-05
         0.7125        0.01875    -6.3786e-05
        0.71875        0.01875    -6.0581e-05
          0.725        0.01875    -5.7378e-05
        0.73125        0.01875    -5.4184e-05
         0.7375        0.01875    -5.1007e-05
        0.74375        0.01875    -4.7856e-05
           0.75        0.01875    -4.4737e-05
        0.75625        0.01875    -4.1659e-05
         0.7625        0.01875    -3.8629e-05
        0.76875        0.01875    -3.5655e-05
          0.775        0.01875    -3.2745e-05
        0.78125        0.01875    -2.9905e-05
         0.7875        0.01875    -2.7142e-05
        0.79375        0.01875    -2.4464e-05
            0.8        0.01875    -2.1878e-05
        0.80625        0.01875    -1.9389e-05
         0.8125        0.01875    -1.7004e-05
        0.81875        0.01875    -1.4728e-05
          0.825        0.01875    -1.2567e-05
        0.83125        0.01875    -1.0525e-05
         0.8375        0.01875    -8.6086e-06
        0.84375        0.01875    -6.8205e-06
           0.85        0.01875    -5.1647e-06
        0.85625        0.01875    -3.6443e-06
         0.8625        0.01875    -2.2621e-06
        0.86875        0.01875    -1.0201e-06
          0.875        0.01875     8.0273e-08
        0.88125        0.01875     1.0383e-06
         0.8875        0.01875     1.8539e-06
        0.89375        0.01875      2.528e-06
            0.9        0.01875     3.0621e-06
        0.90625        0.01875      3.459e-06
         0.9125        0.01875     3.7224e-06
        0.91875        0.01875     3.8573e-06
          0.925        0.01875     3.8702e-06
        0.93125        0.01875     3.7691e-06
         0.9375        0.01875     3.5638e-06
        0.94375        0.01875     3.2665e-06
           0.95        0.01875     2.8919e-06
        0.95625        0.01875     2.4577e-06
         0.9625        0.01875     1.9851e-06
        0.96875        0.01875     1.4993e-06
          0.975        0.01875       1.03e-06
        0.98125        0.01875     6.1083e-07
         0.9875        0.01875     2.7835e-07
        0.99375        0.01875     6.7203e-08
              1        0.01875              0

              0          0.025              0
        0.00625          0.025     1.4683e-07
         0.0125          0.025     4.6787e-07
        0.01875          0.025     8.5969e-07
          0.025          0.025     1.2362e-06
        0.03125          0.025     1.5285e-06
         0.0375          0.025     1.6834e-06
        0.04375          0.025     1.6614e-06
           0.05          0.025     1.4337e-06
        0.05625          0.025     9.8086e-07
         0.0625          0.025     2.9018e-07
        0.06875          0.025    -6.4522e-07
          0.075          0.025    -1.8279e-06
        0.08125          0.025     -3.257e-06
         0.0875          0.025    -4.9289e-06
        0.09375          0.025     -6.838e-06
            0.1          0.025    -8.9771e-06
        0.10625          0.025    -1.1338e-05
         0.1125          0.025    -1.3911e-05
        0.11875          0.025    -1.6686e-05
          0.125          0.025    -1.9653e-05
        0.13125          0.025    -2.2802e-05
         0.1375          0.025    -2.6121e-05
        0.14375          0.025      -2.96e-05
           0.15          0.025    -3.3229e-05
        0.15625          0.025    -3.6996e-05
         0.1625          0.025    -4.0891e-05
        0.16875          0.025    -4.4904e-05
          0.175          0.025    -4.9026e-05
        0.18125          0.025    -5.3245e-05
         0.1875          0.025    -5.7554e-05
        0.19375          0.025    -6.1942e-05
            0.2          0.025    -6.6401e-05
        0.20625          0.025    -7.0923e-05
         0.2125          0.025    -7.5499e-05
        0.21875          0.025     -8.012e-05
          0.225          0.025     -8.478e-05
        0.23125          0.025     -8.947e-05
         0.2375          0.025    -9.4183e-05
        0.24375          0.025    -9.8913e-05
           0.25          0.025    -0.00010365
        0.25625          0.025    -0.00010839
         0.2625          0.025    -0.00011313
        0.26875          0.025    -0.00011785
          0.275          0.025    -0.00012256
        0.28125          0.025    -0.00012724
         0.2875          0.025    -0.00013189
        0.29375          0.025    -0.00013651
            0.3          0.025    -0.00014108
        0.30625          0.025    -0.00014561
         0.3125          0.025    -0.00015008
        0.31875          0.025    -0.00015449
          0.325          0.025    -0.00015883
        0.33125          0.025     -0.0001631
         0.3375          0.025    -0.00016728
        0.34375          0.025    -0.00017139
           0.35          0.025     -0.0001754
        0.35625          0.025    -0.00017931
         0.3625          0.025    -0.00018312
        0.36875          0.025    -0.00018682
          0.375          0.025    -0.00019041
        0.38125          0.025    -0.00019387
         0.3875          0.025     -0.0001972
        0.39375          0.025     -0.0002004
            0.4          0.025    -0.00020346
        0.40625          0.025    -0.00020637
         0.4125          0.025    -0.00020913
        0.41875          0.025    -0.00021174
          0.425          0.025    -0.00021418
        0.43125          0.025    -0.00021645
         0.4375          0.025    -0.00021854
        0.44375          0.025    -0.00022046
           0.45          0.025    -0.00022219
        0.45625          0.025    -0.00022374
         0.4625          0.025    -0.00022508
        0.46875          0.025    -0.00022623
          0.475          0.025    -0.00022718
        0.48125          0.025    -0.00022792
         0.4875          0.025    -0.00022844
        0.49375          0.025    -0.00022876
            0.5          0.025    -0.00022885
        0.50625          0.025    -0.00022873
         0.5125          0.025    -0.00022839
        0.51875          0.025    -0.00022782
          0.525          0.025    -0.00022703
        0.53125          0.025    -0.00022601
         0.5375          0.025    -0.00022476
        0.54375          0.025    -0.00022329
           0.55          0.025    -0.00022159
        0.55625          0.025    -0.00021967
         0.5625          0.025    -0.00021753
        0.56875          0.025    -0.00021516
          0.575          0.025    -0.00021258
        0.58125          0.025    -0.00020978
         0.5875          0.025    -0.00020678
        0.59375          0.025    -0.00020356
            0.6          0.025    -0.00020014
        0.60625          0.025    -0.00019653
         0.6125          0.025    -0.00019273
        0.61875          0.025    -0.00018874
          0.625          0.025    -0.00018458
        0.63125          0.025    -0.00018025
         0.6375          0.025    -0.00017577
        0.64375          0.025    -0.00017113
           0.65          0.025    -0.00016635
        0.65625          0.025    -0.00016143
         0.6625          0.025     -0.0001564
        0.66875          0.025    -0.00015126
          0.675          0.025    -0.00014602
        0.68125          0.025    -0.00014069
         0.6875          0.025    -0.00013528
        0.69375          0.025    -0.00012981
            0.7          0.025     -0.0001243
        0.70625          0.025    -0.00011874
         0.7125          0.025    -0.00011316
        0.71875          0.025    -0.00010757
          0.725          0.025    -0.00010198
        0.73125          0.025     -9.641e-05
         0.7375          0.025    -9.0866e-05
        0.74375          0.025    -8.5365e-05
           0.75          0.025     -7.992e-05
        0.75625          0.025    -7.4546e-05
         0.7625          0.025    -6.9254e-05
        0.76875          0.025    -6.4058e-05
          0.775          0.025    -5.8971e-05
        0.78125          0.025    -5.4006e-05
         0.7875          0.025    -4.9174e-05
        0.79375          0.025    -4.4488e-05
            0.8          0.025     -3.996e-05
        0.80625          0.025    -3.5599e-05
         0.8125          0.025    -3.1417e-05
        0.81875          0.025    -2.7423e-05
          0.825          0.025    -2.3628e-05
        0.83125          0.025    -2.0038e-05
         0.8375          0.025    -1.6663e-05
        0.84375          0.025    -1.3509e-05
           0.85          0.025    -1.0583e-05
        0.85625          0.025    -7.8907e-06
         0.8625          0.025    -5.4356e-06
        0.86875          0.025    -3.2216e-06
          0.875          0.025     -1.251e-06
        0.88125          0.025     4.7498e-07
         0.8875          0.025     1.9565e-06
        0.89375          0.025     3.1951e-06
            0.9          0.025     4.1939e-06
        0.90625          0.025     4.9575e-06
         0.9125          0.025     5.4926e-06
        0.91875          0.025     5.8081e-06
          0.925          0.025     5.9149e-06
        0.93125          0.025     5.8271e-06
         0.9375          0.025     5.5614e-06
        0.94375          0.025     5.1384e-06
           0.95          0.025     4.5826e-06
        0.95625          0.025     3.9233e-06
         0.9625          0.025     3.1949e-06
        0.96875          0.025     2.4379e-06
          0.975          0.025     1.6988e-06
        0.98125          0.025       1.03e-06
         0.9875          0.025     4.8782e-07
        0.99375          0.025     1.2854e-07
              1          0.025              0

              0        0.03125              0
        0.00625        0.03125     1.9577e-07
         0.0125        0.03125     6.0789e-07
        0.01875        0.03125     1.0921e-06
          0.025        0.03125     1.5308e-06
        0.03125        0.03125     1.8304e-06
         0.0375        0.03125     1.9179e-06
        0.04375        0.03125     1.7379e-06
           0.05        0.03125       1.25e-06
        0.05625        0.03125     4.2579e-07
         0.0625        0.03125    -7.5335e-07
        0.06875        0.03125     -2.298e-06
          0.075        0.03125    -4.2126e-06
        0.08125        0.03125    -6.4963e-06
         0.0875        0.03125    -9.1445e-06
        0.09375        0.03125    -1.2149e-05
            0.1        0.03125    -1.5501e-05
        0.10625        0.03125    -1.9186e-05
         0.1125        0.03125    -2.3193e-05
